id,original,surface,pronunciation,status,image,image_page,wikidata,capital,continent,population,area_km2,established_year,description
37,ガイアナ,ガイアナ,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Guyana.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Guyana.svg,Q734,ジョージタウン,南アメリカ,878674,214970,1966,ガイアナ協同共和国、通称ガイアナは、南アメリカ大陸北東部に位置する共和制国家で、イギリス連邦加盟国の一つ。
37,ガイアナ協同共和国,ガイアナ協同共和国,ガイアナキョウドウキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Guyana.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Guyana.svg,Q734,ジョージタウン,南アメリカ,878674,214970,1966,ガイアナ協同共和国、通称ガイアナは、南アメリカ大陸北東部に位置する共和制国家で、イギリス連邦加盟国の一つ。
38,ハイチ,ハイチ,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Haiti.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Haiti.svg,Q790,ポルトープランス,北アメリカ,10981229,27750,1804,カリブ海地域のイスパニョーラ島西部を占める共和制国家。首都はポルトープランス。
38,ハイチ共和国,ハイチ共和国,ハイチキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Haiti.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Haiti.svg,Q790,ポルトープランス,北アメリカ,10981229,27750,1804,カリブ海地域のイスパニョーラ島西部を占める共和制国家。首都はポルトープランス。
39,ホンジュラス,ホンジュラス,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Honduras_%281949%E2%80%932022%2C_2026%E2%80%93present%29.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Honduras_%281949%E2%80%932022%2C_2026%E2%80%93present%29.svg,Q783,テグシガルパ,北アメリカ,11002356,112492,1821,ホンジュラス共和国、通称ホンジュラスは、中央アメリカ中部にある共和制国家。
39,ホンジュラス共和国,ホンジュラス共和国,ホンジュラスキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Honduras_%281949%E2%80%932022%2C_2026%E2%80%93present%29.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Honduras_%281949%E2%80%932022%2C_2026%E2%80%93present%29.svg,Q783,テグシガルパ,北アメリカ,11002356,112492,1821,ホンジュラス共和国、通称ホンジュラスは、中央アメリカ中部にある共和制国家。
40,ハンガリー,ハンガリー,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Hungary.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Hungary.svg,Q28,ブダペスト,ヨーロッパ,9489000,93011.4,1000,中央ヨーロッパ（中欧）の共和制国家。西にオーストリア、スロベニア、北にスロバキア、東にウクライナ、ルーマニア、南にセルビア、南西にクロアチアに囲まれた内陸国。
41,アイスランド,アイスランド,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Iceland.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Iceland.svg,Q189,レイキャヴィーク,ヨーロッパ,376248,103004,1918,北ヨーロッパの北大西洋上に位置する共和制国家。首都はレイキャヴィーク。総人口は38万7758人。
42,インド,インド,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_India.svg,https://commons.wikimedia.org/wiki/File:Flag_of_India.svg,Q668,ニューデリー,アジア,1326093247,3287263,1947,南アジアに位置し、インド亜大陸の大半を領してインド洋に面する連邦共和制国家。首都はデリー（ニューデリー）、最大都市はムンバイ。
42,インド共和国,インド共和国,インドキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_India.svg,https://commons.wikimedia.org/wiki/File:Flag_of_India.svg,Q668,ニューデリー,アジア,1326093247,3287263,1947,南アジアに位置し、インド亜大陸の大半を領してインド洋に面する連邦共和制国家。首都はデリー（ニューデリー）、最大都市はムンバイ。
43,インドネシア,インドネシア,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Indonesia.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Indonesia.svg,Q252,ジャカルタ,アジア,275439000,1904570,1945,インドネシア共和国、通称インドネシアは、東南アジア南部に位置する共和制国家である。
43,インドネシア共和国,インドネシア共和国,インドネシアキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Indonesia.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Indonesia.svg,Q252,ジャカルタ,アジア,275439000,1904570,1945,インドネシア共和国、通称インドネシアは、東南アジア南部に位置する共和制国家である。
44,イラン,イラン,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Iran.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Iran.svg,Q794,テヘラン,アジア,92417700,1648195,前550,イラン・イスラム共和国、通称イランは、中東（西アジア）に位置するイスラム共和制国家。首都はテヘラン。
44,イラン・イスラム共和国,イラン・イスラム共和国,イランイスラムキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Iran.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Iran.svg,Q794,テヘラン,アジア,92417700,1648195,前550,イラン・イスラム共和国、通称イランは、中東（西アジア）に位置するイスラム共和制国家。首都はテヘラン。
45,イラク,イラク,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Iraq.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Iraq.svg,Q796,バグダード,アジア,38274618,437072,1932,イラク共和国、通称イラクは、中東（西アジア）に位置する連邦共和制国家である。首都はバグダードで、サウジアラビア、クウェート、シリア、トルコ、イラン、ヨルダンと隣接する。
45,イラク共和国,イラク共和国,イラクキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Iraq.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Iraq.svg,Q796,バグダード,アジア,38274618,437072,1932,イラク共和国、通称イラクは、中東（西アジア）に位置する連邦共和制国家である。首都はバグダードで、サウジアラビア、クウェート、シリア、トルコ、イラン、ヨルダンと隣接する。
46,アイルランド,アイルランド,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Ireland.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Ireland.svg,Q27,ダブリン,ヨーロッパ,5149139,69797,1177,北西ヨーロッパに位置し、北大西洋のアイルランド島の大部分を領土とする共和制国家。
47,イスラエル,イスラエル,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Israel.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Israel.svg,Q801,エルサレム,アジア,9840000,20770,1948,中東（西アジア）に位置する共和制国家。
47,イスラエル国,イスラエル国,イスラエルコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Israel.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Israel.svg,Q801,エルサレム,アジア,9840000,20770,1948,中東（西アジア）に位置する共和制国家。
48,イタリア,イタリア,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Italy.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Italy.svg,Q38,ローマ,ヨーロッパ,58850717,302068,476,南ヨーロッパに位置する共和制国家。首都はローマ。北はスイスとオーストリア、西はフランス、 東はスロベニアと国境を接している。
48,イタリア共和国,イタリア共和国,イタリアキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Italy.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Italy.svg,Q38,ローマ,ヨーロッパ,58850717,302068,476,南ヨーロッパに位置する共和制国家。首都はローマ。北はスイスとオーストリア、西はフランス、 東はスロベニアと国境を接している。
49,ジャマイカ,ジャマイカ,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Jamaica.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Jamaica.svg,Q766,キングストン,北アメリカ,2734093,10991.90954,1962,カリブ海地域に位置する立憲君主制国家である。首都はキングストン。
50,日本,ニホン,ニホン,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Japan.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Japan.svg,Q17,東京都,アジア,123802000,377972.28,前660,東アジアに位置する立憲君主制国家。面積は 377 975.64 km2（平方キロメートル）、人口は1億2297万人（2026年2月1日現在）。首都は東京都（事実上）。
50,日本,ニッポン,ニッポン,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Japan.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Japan.svg,Q17,東京都,アジア,123802000,377972.28,前660,東アジアに位置する立憲君主制国家。面積は 377 975.64 km2（平方キロメートル）、人口は1億2297万人（2026年2月1日現在）。首都は東京都（事実上）。
50,日本国,日本国,ニホンコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Japan.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Japan.svg,Q17,東京都,アジア,123802000,377972.28,前660,東アジアに位置する立憲君主制国家。面積は 377 975.64 km2（平方キロメートル）、人口は1億2297万人（2026年2月1日現在）。首都は東京都（事実上）。
51,ヨルダン,ヨルダン,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Jordan.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Jordan.svg,Q810,アンマン,アジア,10428241,89341,1946,ヨルダン・ハシミテ王国、通称ヨルダンは、中東・西アジアに位置する、立憲君主制の王国である。首都はアンマン。
51,ヨルダン・ハシェミット王国,ヨルダン・ハシェミット王国,ヨルダンハシェミットオウコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Jordan.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Jordan.svg,Q810,アンマン,アジア,10428241,89341,1946,ヨルダン・ハシミテ王国、通称ヨルダンは、中東・西アジアに位置する、立憲君主制の王国である。首都はアンマン。
52,カザフスタン,カザフスタン,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Kazakhstan.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Kazakhstan.svg,Q232,アスタナ,ヨーロッパ/アジア,20139914,2724900,1936,カザフスタン共和国、通称カザフスタンは、中央アジアに位置する共和制国家。
52,カザフスタン共和国,カザフスタン共和国,カザフスタンキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Kazakhstan.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Kazakhstan.svg,Q232,アスタナ,ヨーロッパ/アジア,20139914,2724900,1936,カザフスタン共和国、通称カザフスタンは、中央アジアに位置する共和制国家。
53,ケニア,ケニア,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Kenya.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Kenya.svg,Q114,ナイロビ,アフリカ,47564296,581309,1963,ケニア共和国、通称ケニアは、東アフリカに位置する共和制国家で、イギリス連邦加盟国である。首都はナイロビ(Nairobi)である。
53,ケニア共和国,ケニア共和国,ケニアキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Kenya.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Kenya.svg,Q114,ナイロビ,アフリカ,47564296,581309,1963,ケニア共和国、通称ケニアは、東アフリカに位置する共和制国家で、イギリス連邦加盟国である。首都はナイロビ(Nairobi)である。
54,キリバス,キリバス,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Kiribati.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Kiribati.svg,Q710,サウス・タラワ,オセアニア島嶼部/オセアニア,134518,811,1979,キリバス共和国、通称キリバスは、太平洋上に位置するギルバート諸島、フェニックス諸島、そしてライン諸島の一部などを領土とする国家で、イギリス連邦加盟国である。
54,キリバス共和国,キリバス共和国,キリバスキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Kiribati.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Kiribati.svg,Q710,サウス・タラワ,オセアニア島嶼部/オセアニア,134518,811,1979,キリバス共和国、通称キリバスは、太平洋上に位置するギルバート諸島、フェニックス諸島、そしてライン諸島の一部などを領土とする国家で、イギリス連邦加盟国である。
55,クウェート,クウェート,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Kuwait.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Kuwait.svg,Q817,クウェート市,アジア,4464000,17818,1991,クウェート国、通称クウェートは、西アジア・中東に位置する立憲君主制国家。首都はクウェート市。1990年にイラクに一時占領された（湾岸危機）。
55,クウェート国,クウェート国,クウェートコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Kuwait.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Kuwait.svg,Q817,クウェート市,アジア,4464000,17818,1991,クウェート国、通称クウェートは、西アジア・中東に位置する立憲君主制国家。首都はクウェート市。1990年にイラクに一時占領された（湾岸危機）。
56,キルギスタン,キルギスタン,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Kyrgyzstan.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Kyrgyzstan.svg,Q813,ビシュケク,アジア,7281800,199951,1991,キルギス共和国、通称キルギスは、中央アジアに位置する共和制国家。
56,キルギス,キルギス,キルギス,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Kyrgyzstan.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Kyrgyzstan.svg,Q813,ビシュケク,アジア,7281800,199951,1991,キルギス共和国、通称キルギスは、中央アジアに位置する共和制国家。
56,キルギス共和国,キルギス共和国,キルギスキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Kyrgyzstan.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Kyrgyzstan.svg,Q813,ビシュケク,アジア,7281800,199951,1991,キルギス共和国、通称キルギスは、中央アジアに位置する共和制国家。
57,ラトビア,ラトビア,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Latvia.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Latvia.svg,Q211,リガ,ヨーロッパ,1845096,64593.77,1918,ラトビア共和国、通称ラトビアは、北ヨーロッパの共和制国家。面積約6.5万 km2、人口約189万人（2021年1月時点）、首都はリーガ。
57,ラトビア共和国,ラトビア共和国,ラトビアキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Latvia.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Latvia.svg,Q211,リガ,ヨーロッパ,1845096,64593.77,1918,ラトビア共和国、通称ラトビアは、北ヨーロッパの共和制国家。面積約6.5万 km2、人口約189万人（2021年1月時点）、首都はリーガ。
58,レバノン,レバノン,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Lebanon.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Lebanon.svg,Q822,ベイルート,アジア,5261372,10452,1943,レバノン共和国、通称レバノンは、中東のレバントに位置する共和制国家。首都はベイルート。北と東ではシリアと、南ではイスラエルと国境を接し、西には地中海を挟んでキプロスがある。
58,レバノン共和国,レバノン共和国,レバノンキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Lebanon.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Lebanon.svg,Q822,ベイルート,アジア,5261372,10452,1943,レバノン共和国、通称レバノンは、中東のレバントに位置する共和制国家。首都はベイルート。北と東ではシリアと、南ではイスラエルと国境を接し、西には地中海を挟んでキプロスがある。
59,レソト,レソト,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Lesotho.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Lesotho.svg,Q1013,マセル,アフリカ,2233339,30355,1966,レソト王国、通称レソトは、アフリカ南部に位置する立憲君主制国家。イギリス連邦加盟国のひとつ。周囲を南アフリカ共和国に囲まれた世界最南の内陸国で、首都はマセルである。
59,レソト王国,レソト王国,レソトオウコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Lesotho.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Lesotho.svg,Q1013,マセル,アフリカ,2233339,30355,1966,レソト王国、通称レソトは、アフリカ南部に位置する立憲君主制国家。イギリス連邦加盟国のひとつ。周囲を南アフリカ共和国に囲まれた世界最南の内陸国で、首都はマセルである。
60,リベリア,リベリア,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Liberia.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Liberia.svg,Q1014,モンロビア,アフリカ,5214030,111369,1822,リベリア共和国、通称リベリアは、西アフリカにある共和制国家。北はギニア、西はシエラレオネ、東はコートジボワールと国境を接し、南は大西洋に面する。首都はモンロビア。
60,リベリア共和国,リベリア共和国,リベリアキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Liberia.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Liberia.svg,Q1014,モンロビア,アフリカ,5214030,111369,1822,リベリア共和国、通称リベリアは、西アフリカにある共和制国家。北はギニア、西はシエラレオネ、東はコートジボワールと国境を接し、南は大西洋に面する。首都はモンロビア。
61,リビア,リビア,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Libya.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Libya.svg,Q1016,トリポリ,アフリカ,7381023,1759541,1551,北アフリカに位置する共和制国家。
61,リビア国,リビア国,リビアコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Libya.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Libya.svg,Q1016,トリポリ,アフリカ,7381023,1759541,1551,北アフリカに位置する共和制国家。
62,ポーランド,ポーランド,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Poland.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Poland.svg,Q36,ワルシャワ,ヨーロッパ,37563071,312683,960,中央ヨーロッパに位置する共和制国家。欧州連合（EU）、北大西洋条約機構（NATO）の加盟国。首都はワルシャワ。
62,ポーランド共和国,ポーランド共和国,ポーランドキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Poland.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Poland.svg,Q36,ワルシャワ,ヨーロッパ,37563071,312683,960,中央ヨーロッパに位置する共和制国家。欧州連合（EU）、北大西洋条約機構（NATO）の加盟国。首都はワルシャワ。
63,ポルトガル,ポルトガル,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Portugal_%28official%29.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Portugal_%28official%29.svg,Q45,リスボン,ヨーロッパ,10347892,92225,868,ポルトガル共和国、通称ポルトガルは、南ヨーロッパのイベリア半島に位置する共和制国家。首都はリスボン。ユーラシア大陸最西端の国である。
63,ポルトガル共和国,ポルトガル共和国,ポルトガルキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Portugal_%28official%29.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Portugal_%28official%29.svg,Q45,リスボン,ヨーロッパ,10347892,92225,868,ポルトガル共和国、通称ポルトガルは、南ヨーロッパのイベリア半島に位置する共和制国家。首都はリスボン。ユーラシア大陸最西端の国である。
64,カタール,カタール,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Qatar.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Qatar.svg,Q846,ドーハ,アジア,2639211,11437,1870,カタール国、通称カタールは、西アジアに位置する国家。中東のアラビア半島北東部に位置するカタール半島を領土とし、南はサウジアラビアと国境を接し、残りの領土はペルシャ湾に囲まれている。
64,カタール国,カタール国,カタールコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Qatar.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Qatar.svg,Q846,ドーハ,アジア,2639211,11437,1870,カタール国、通称カタールは、西アジアに位置する国家。中東のアラビア半島北東部に位置するカタール半島を領土とし、南はサウジアラビアと国境を接し、残りの領土はペルシャ湾に囲まれている。
65,ルーマニア,ルーマニア,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Romania.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Romania.svg,Q218,ブカレスト,ヨーロッパ,19053815,238397,1859,東ヨーロッパ、バルカン半島東部に位置する共和制国家。首都はブカレスト。
66,ルワンダ,ルワンダ,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Rwanda.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Rwanda.svg,Q1037,キガリ,アフリカ,14569341,26338,1962,ルワンダ共和国、通称ルワンダは、東アフリカにある共和制国家。内陸国であり、西はコンゴ民主共和国、北はウガンダ、東はタンザニア、南はブルンジと国境を接する。首都はキガリ。
66,ルワンダ共和国,ルワンダ共和国,ルワンダキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Rwanda.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Rwanda.svg,Q1037,キガリ,アフリカ,14569341,26338,1962,ルワンダ共和国、通称ルワンダは、東アフリカにある共和制国家。内陸国であり、西はコンゴ民主共和国、北はウガンダ、東はタンザニア、南はブルンジと国境を接する。首都はキガリ。
67,サモア,サモア,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Samoa.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Samoa.svg,Q683,アピア,オセアニア,200010,2842,1962,サモア独立国、通称サモアは、南太平洋（オセアニア）に位置し、ウポル島、サバイイ島および6つの小島からなる国家。首都はウポル島北部に位置するアピアである。イギリス連邦加盟国のひとつ。
67,サモア独立国,サモア独立国,サモアドクリツコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Samoa.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Samoa.svg,Q683,アピア,オセアニア,200010,2842,1962,サモア独立国、通称サモアは、南太平洋（オセアニア）に位置し、ウポル島、サバイイ島および6つの小島からなる国家。首都はウポル島北部に位置するアピアである。イギリス連邦加盟国のひとつ。
68,セネガル,セネガル,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Senegal.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Senegal.svg,Q1041,ダカール,アフリカ,16876720,196722,1960,セネガル共和国、通称セネガルは、西アフリカ、サハラ砂漠西南端に位置する共和制をとる国家。北東にモーリタニア、東にマリ、南東にギニア、南にギニアビサウと国境を接している。
68,セネガル共和国,セネガル共和国,セネガルキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Senegal.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Senegal.svg,Q1041,ダカール,アフリカ,16876720,196722,1960,セネガル共和国、通称セネガルは、西アフリカ、サハラ砂漠西南端に位置する共和制をとる国家。北東にモーリタニア、東にマリ、南東にギニア、南にギニアビサウと国境を接している。
69,セルビア,セルビア,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Serbia.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Serbia.svg,Q403,ベオグラード,ヨーロッパ,6605168,88499,780,セルビア共和国、通称セルビアは、東南ヨーロッパ、バルカン半島中西部の内陸に位置する共和制国家。首都はベオグラード。
69,セルビア共和国,セルビア共和国,セルビアキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Serbia.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Serbia.svg,Q403,ベオグラード,ヨーロッパ,6605168,88499,780,セルビア共和国、通称セルビアは、東南ヨーロッパ、バルカン半島中西部の内陸に位置する共和制国家。首都はベオグラード。
70,セイシェル,セイシェル,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Seychelles.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Seychelles.svg,Q1042,ヴィクトリア,アフリカ,119773,459,1976,セーシェル共和国、通称セーシェルは、アフリカ大陸から1300 kmほど離れたインド洋に浮かぶ115の島々からなる島国で、イギリス連邦加盟国である。首都はヴィクトリア。
70,セーシェル共和国,セーシェル共和国,セーシェルキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Seychelles.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Seychelles.svg,Q1042,ヴィクトリア,アフリカ,119773,459,1976,セーシェル共和国、通称セーシェルは、アフリカ大陸から1300 kmほど離れたインド洋に浮かぶ115の島々からなる島国で、イギリス連邦加盟国である。首都はヴィクトリア。
71,シンガポール,シンガポール,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Singapore.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Singapore.svg,Q334,シンガポール,アジア,5866139,719.1,1826,シンガポール共和国、通称シンガポールは、東南アジアに位置し、シンガポール島および60以上の小規模な島々からなる共和制国家。都市国家である。
71,シンガポール共和国,シンガポール共和国,シンガポールキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Singapore.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Singapore.svg,Q334,シンガポール,アジア,5866139,719.1,1826,シンガポール共和国、通称シンガポールは、東南アジアに位置し、シンガポール島および60以上の小規模な島々からなる共和制国家。都市国家である。
72,スロバキア,スロバキア,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Slovakia.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Slovakia.svg,Q214,ブラチスラヴァ,ヨーロッパ,5409407,49033.720839,1939,中央ヨーロッパの共和制国家。首都はブラチスラヴァ。北西にチェコ、北にポーランド、東にウクライナ、南にハンガリー、南西にオーストリアと隣接する。
72,スロバキア共和国,スロバキア共和国,スロバキアキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Slovakia.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Slovakia.svg,Q214,ブラチスラヴァ,ヨーロッパ,5409407,49033.720839,1939,中央ヨーロッパの共和制国家。首都はブラチスラヴァ。北西にチェコ、北にポーランド、東にウクライナ、南にハンガリー、南西にオーストリアと隣接する。
73,スロベニア,スロベニア,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Slovenia.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Slovenia.svg,Q215,リュブリャナ,ヨーロッパ,2116972,20271,700,スロベニア共和国、通称スロベニアは、中央ヨーロッパに位置する国。首都はリュブリャナ。ヨーロッパにおける文化や交易の主要な交差路である。
73,スロベニア共和国,スロベニア共和国,スロベニアキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Slovenia.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Slovenia.svg,Q215,リュブリャナ,ヨーロッパ,2116972,20271,700,スロベニア共和国、通称スロベニアは、中央ヨーロッパに位置する国。首都はリュブリャナ。ヨーロッパにおける文化や交易の主要な交差路である。
74,ソマリア,ソマリア,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Somalia.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Somalia.svg,Q1045,モガディシュ,アフリカ,11031386,637657,1960,東アフリカのアフリカの角と呼ばれる地域を領域とする国家。エチオピア、ケニアおよびジブチと国境を接し、インド洋とアデン湾に面する。
74,ソマリア連邦共和国,ソマリア連邦共和国,ソマリアレンポウキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Somalia.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Somalia.svg,Q1045,モガディシュ,アフリカ,11031386,637657,1960,東アフリカのアフリカの角と呼ばれる地域を領域とする国家。エチオピア、ケニアおよびジブチと国境を接し、インド洋とアデン湾に面する。
75,南アフリカ,南アフリカ,ミナミアフリカ,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_South_Africa.svg,https://commons.wikimedia.org/wiki/File:Flag_of_South_Africa.svg,Q258,プレトリア/ブルームフォンテーン/ケープタウン,アフリカ,62027503,1221037,1910,南アフリカ共和国、通称南アフリカは、アフリカ大陸最南部に位置する共和制国家。
